Open reading frame,gonad_a1,gonad_a2,gonad_a3,gonad_a4,gonad_a5,gonad_a6,gonad_a7,gonad_a8,gonad_a9,gonad_a10,gonad_b1,gonad_b2,gonad_b3,gonad_b4,gonad_b5,gonad_b6,gonad_b7,gonad_b8,gonad_b9,gonad_b10,Chromosome,Start,End,Strand,WBGene,Gene Name,Type
T28A8.6,1.359748718,7.823535804,8.133308174,7.595877609,6.625403936,4.779200918,5.721696674,4.918597216,11.30699432,7.629031607,1.128591743,8.344712487,7.151381334,7.847593457,7.603791757,7.406529596,4.751857976,4.401343877,12.51974267,8.98889871,CHROMOSOME_III,13499103,13501412,+,WBGene00012112,,cds
T28A8.7,12.23773847,5.215690536,11.06129912,14.10662984,12.82336246,9.839531301,3.814464449,14.75579165,8.480245739,11.66793069,7.900142203,10.62054316,8.492265334,8.161497195,11.26487668,5.925223677,11.40445914,10.26980238,3.852228514,7.490748925,CHROMOSOME_III,13509197,13514470,-,WBGene00003373,mlh-1,cds
T28A8.8,4.079246155,2.607845268,4.879984905,3.255376118,3.633286029,1.124517863,0,0,0,0,1.128591743,1.517220452,2.234806667,0.313903738,1.689731502,0,0,0,0,0,CHROMOSOME_III,13502710,13503337,+,WBGene00194852,,cds
T28B11.1,0,0,0.650664654,0.81384403,0.213722708,0.843388397,0,0,3.768998106,2.243832825,0,0,0.446961333,0.313903738,0.563243834,0.98753728,0,5.868458503,0,0,CHROMOSOME_V,10712670,10732402,-,WBGene00012117,,cds
T28B4.1,0,0,0,0,0,0.281129466,0,0,0.942249527,0.448766565,0,0,0,0,0,0,0,0,1.926114257,0,CHROMOSOME_X,6588763,6596100,+,WBGene00020884,,cds
T28B4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_X,6581967,6583678,-,WBGene00020885,,cds
T28B4.3,0,0,0.325332327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_X,6596425,6597084,-,WBGene00020886,ttr-6,cds
T28B4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_X,6597881,6598829,-,WBGene00020887,,cds
T28B8.1,1.359748718,0,1.626661635,0.542562686,0.427445415,0,1.907232225,0,0,0.89753313,0,0.758610226,0.893922667,0,0.563243834,0,0,0,0,1.498149785,CHROMOSOME_I,8133886,8135055,+,WBGene00012113,,cds
T28B8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,8147422,8149707,+,WBGene00002101,ins-18,cds
T28B8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,8151980,8159727,+,WBGene00012114,,cds
T28B8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,8139463,8142532,-,WBGene00012116,del-4,cds
T28B8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,8150344,8151367,+,WBGene00044122,,cds
T28C12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,6331890,6333991,+,WBGene00020888,,cds
T28C12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,6329180,6330968,+,WBGene00020889,,cds
T28C12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,6327229,6328810,+,WBGene00020890,fbxa-202,cds
T28C12.4,0,0,0,0,0,0,0,0,0,0,0,1.517220452,0,0,0,0,0,0,0,0,CHROMOSOME_V,6316915,6326373,+,WBGene00020891,,cds
T28C12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,6314159,6316450,+,WBGene00020892,,cds
T28C12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,6334231,6336102,-,WBGene00020893,,cds
T28C6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,8816322,8818512,+,WBGene00012118,grsp-2,cds
T28C6.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,8818635,8819117,+,WBGene00045183,,cds
T28C6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,8839650,8840248,-,WBGene00206515,,cds
T28C6.3,0,0,0,0,0,0,0,0,0,1.346299695,0,0,0,0,0,0,0.950371595,1.467114626,0,0,CHROMOSOME_IV,8820343,8821226,+,WBGene00012119,,cds
T28C6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,8822952,8824161,-,WBGene00000691,col-117,cds
T28C6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,8821434,8822787,+,WBGene00012120,,cds
T28C6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,8824801,8826000,+,WBGene00000594,col-3,cds
T28C6.7,0,0,0.650664654,0,0,0.843388397,0,1.639532405,0.942249527,2.243832825,0,0,0,0,0.281621917,0.49376864,0.950371595,1.467114626,3.852228514,7.490748925,CHROMOSOME_IV,8827791,8840669,+,WBGene00012121,,cds
T28C6.8,0,0,0,0,0,0,0,0,0,0.448766565,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,8829534,8830673,-,WBGene00012122,,cds
T28D6.2,0,0,0.325332327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_III,11368315,11371675,-,WBGene00006533,tba-7,cds
T28D6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_III,11366652,11368337,+,WBGene00012123,,cds
T28D6.4,0,0,0.325332327,0,0,0,1.907232225,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_III,11360356,11366114,+,WBGene00012124,,cds
T28D6.5,0,0,0.325332327,0,0,0.562258931,0,0,2.82674858,1.346299695,0,0,0,0,0,0,0.950371595,0,0,0,CHROMOSOME_III,11334608,11342145,+,WBGene00012125,,cds
T28D6.6,9.518241029,23.90524829,18.21861031,19.80353805,20.08993452,12.08856703,17.16509002,11.47672684,19.78724006,22.88709482,19.18605963,15.93081475,14.30276267,27.30962523,16.6156931,11.85044735,9.503715953,8.802687754,15.40891406,5.99259914,CHROMOSOME_III,11326555,11343008,-,WBGene00012126,,cds
T28D6.7,1.359748718,0,0,0,0,0,0,1.639532405,0,0,0,0,0,0,0.563243834,0,0,0,0,0,CHROMOSOME_III,11344155,11346689,-,WBGene00012127,,cds
T28D6.9,2.719497437,6.084972292,13.01329308,16.27688059,13.03708516,17.99228581,11.44339335,21.31392127,10.36474479,25.57969421,4.514366973,6.827492035,7.151381334,10.04491962,11.54649859,15.80059647,14.25557393,13.20403163,2.889171386,4.494449355,CHROMOSOME_III,11343184,11344137,+,WBGene00003975,pen-2,cds
T28D9.1,142.7736154,134.3040313,95.97303646,69.17674251,63.26192145,53.97685742,49.58803784,31.1511157,53.70822301,51.15938842,147.8455184,123.6534668,93.41491868,72.51176354,47.87572588,55.79585629,46.56820817,35.21075102,23.11337109,28.46484592,CHROMOSOME_II,6492368,6493740,+,WBGene00020894,,cds
T28D9.10,40.79246155,59.98044116,58.88515118,52.89986192,47.01899567,37.67134841,38.14464449,31.1511157,35.80548201,29.6185933,54.17240367,53.10271582,54.08232134,76.59251214,43.65139713,39.00772254,38.96523541,22.00671938,33.7069995,28.46484592,CHROMOSOME_II,6488029,6489735,-,WBGene00004916,snr-3,cds
T28D9.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,6491437,6491961,-,WBGene00020899,,cds
T28D9.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,6470063,6470474,-,WBGene00044669,,cds
T28D9.2,20.39623078,27.81701619,29.60524175,25.50044626,27.14278387,20.80358046,11.44339335,21.31392127,22.61398864,25.13092765,20.31465138,21.24108633,30.840332,28.87914392,20.84002185,14.31929055,18.05706031,13.20403163,13.4827998,2.99629957,CHROMOSOME_II,6490126,6491305,+,WBGene00004702,rsp-5,cds
T28D9.3,0,0,0,0,0,0.281129466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,6485645,6488798,+,WBGene00020895,,cds
T28D9.4,13.59748718,15.21243073,14.96528704,30.38351043,25.00555679,19.6790626,24.79401892,29.5115833,31.09423438,29.6185933,19.18605963,25.79274769,15.64364667,16.00909065,25.62759444,18.26943967,33.26300584,8.802687754,17.33502831,11.98519828,CHROMOSOME_II,6475659,6478042,+,WBGene00020896,,cds
T28D9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,6474371,6482011,-,WBGene00020897,,cds
T28D9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,6484267,6484940,-,WBGene00020898,,cds
T28F12.1,0,0,0,0,0.213722708,0.281129466,0,0,0,0.448766565,0,0,0,0,0,0,0.950371595,0,0.963057129,0,CHROMOSOME_V,4511963,4517328,+,WBGene00020904,,cds
T28F12.2,1.359748718,0.434640878,1.951993962,0.542562686,0,5.341459849,13.35062557,3.279064811,5.653497159,9.424097867,0,0.758610226,0,0.627807477,2.534597252,6.418992317,7.602972762,8.802687754,13.4827998,8.98889871,CHROMOSOME_V,4497449,4511435,+,WBGene00006796,unc-62,cds
T28F12.3,5.438994874,3.911767902,6.506646539,6.510752236,3.633286029,3.93581252,3.814464449,3.279064811,4.711247633,2.692599391,3.38577523,4.551661356,4.916574667,4.708556074,4.505950671,3.456380478,2.851114786,4.401343877,7.704457028,5.99259914,CHROMOSOME_V,4517668,4549277,-,WBGene00004947,sos-1,cds
T28F2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,3639651,3641394,+,WBGene00020900,,cds
T28F2.2,0,0,0.975996981,0,0.213722708,7.028236644,7.628928898,8.197662027,3.768998106,8.077798172,0,0,0,0.313903738,3.379463003,11.85044735,10.45408755,11.73691701,4.815285643,2.99629957,CHROMOSOME_I,3637438,3638822,+,WBGene00020901,,cds
T28F2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,3629474,3630747,+,WBGene00000284,cah-6,cds
T28F2.4,0,0,0,0.271281343,0.213722708,0.281129466,0,0,0,0.448766565,0,0.758610226,0,0,0.281621917,0.98753728,0.950371595,0,0,1.498149785,CHROMOSOME_I,3631093,3636488,-,WBGene00020902,jmjc-1,cds
T28F2.5,0,0.434640878,0.325332327,0,0,0.843388397,1.907232225,0,0.942249527,1.79506626,0,0,0,0.313903738,0.281621917,0.98753728,0,0,0.963057129,0,CHROMOSOME_I,3641708,3647012,-,WBGene00000368,ccb-1,cds
T28F2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,3651233,3652602,-,WBGene00000627,col-50,cds
T28F2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,3655556,3662162,-,WBGene00020903,,cds
T28F2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,3653961,3655332,+,WBGene00000628,col-51,cds
T28F3.1,8.158492311,9.127458437,10.41063446,9.494847011,15.81548036,11.24517863,20.97955447,14.75579165,16.01824195,15.25806321,1.128591743,9.103322713,6.704420001,7.847593457,15.20758351,11.35667871,15.20594552,8.802687754,10.59362841,2.99629957,CHROMOSOME_IV,17281418,17284164,-,WBGene00012128,nra-1,cds
T28F3.3,6.798743592,10.86602195,13.66395773,16.27688059,15.38803495,21.64696886,20.97955447,24.59298608,22.61398864,17.50189604,10.15732569,15.93081475,20.56022134,11.30053458,16.6156931,13.82552191,13.30520233,26.40806326,21.18725683,10.4870485,CHROMOSOME_IV,17285696,17287415,-,WBGene00044067,,cds
T28F3.4,0,0.434640878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49376864,0.950371595,1.467114626,0,0,CHROMOSOME_IV,17288134,17291696,-,WBGene00012130,,cds
T28F3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,17294756,17300821,+,WBGene00012131,,cds
T28F3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,17300772,17301996,-,WBGene00012132,ifta-2,cds
T28F3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,17305081,17307377,-,WBGene00012134,,cds
T28F3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,17308488,17311658,+,WBGene00012135,,cds
T28F4.1,0,0,0.975996981,0.542562686,0.427445415,12.93195542,13.35062557,13.11625924,14.1337429,11.21916413,0,0,0.446961333,0.313903738,2.816219169,13.82552191,11.40445914,17.60537551,10.59362841,0,CHROMOSOME_I,7472607,7476942,-,WBGene00012136,,cds
T28F4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,7480131,7483388,+,WBGene00012137,asic-2,cds
T28F4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,7484053,7486036,-,WBGene00012138,,cds
T28F4.4,0,0.869281756,0.325332327,0,0.427445415,0.562258931,0,3.279064811,0.942249527,0.448766565,0,0.758610226,0,0.313903738,0.563243834,0,0,0,0,0,CHROMOSOME_I,7486573,7490170,-,WBGene00012139,,cds
T28F4.5,1.359748718,0,0,0.271281343,0,0,0,6.558129621,0,0.448766565,1.128591743,0,0,0.313903738,0,1.975074559,0.950371595,1.467114626,0.963057129,0,CHROMOSOME_I,7492042,7492934,+,WBGene00012140,,cds
T28F4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963057129,0,CHROMOSOME_I,7492784,7494696,-,WBGene00012141,,cds
T28H10.1,2.719497437,0.434640878,0.650664654,0.81384403,0.213722708,0.843388397,0,0,0,0.448766565,0,0,0.893922667,0.941711215,0,0,0,1.467114626,0,0,CHROMOSOME_V,12503780,12505256,+,WBGene00012142,,cds
T28H10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,12510627,12512182,-,WBGene00012143,,cds
T28H10.3,0,0,0.325332327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,12513002,12514928,+,WBGene00012144,,cds
T28H10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,12505225,12506241,-,WBGene00012145,nlp-46,cds
T28H11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,5016473,5017754,+,WBGene00006053,ssq-4,cds
T28H11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,5012541,5014596,+,WBGene00005638,srm-1,cds
T28H11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,5008670,5010781,+,WBGene00005639,srm-2,cds
T28H11.4,0,0,0,0,0,1.124517863,0,1.639532405,0,0,0,0,0,0,0,2.468843199,0,0,0.963057129,0,CHROMOSOME_IV,5002744,5005339,+,WBGene00003976,pes-1,cds
T28H11.5,1.359748718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,4996134,4997545,+,WBGene00006051,ssq-2,cds
T28H11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,4999424,4999845,-,WBGene00006040,ssp-11,cds
T28H11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,5015273,5016265,-,WBGene00020905,,cds
T28H11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,5017991,5020643,-,WBGene00020906,,cds
VB0393L.2,9.518241029,13.03922634,13.33862541,7.867158952,13.03708516,11.24517863,9.536161123,0,1.884499053,3.590132521,11.28591743,3.79305113,10.28011067,8.789304672,2.816219169,3.950149118,0.950371595,0,1.926114257,0,CHROMOSOME_III,4749759,4750251,+,WBGene00012146,,cds
VB0395L.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_X,16013582,16016766,-,WBGene00044150,,cds
VC27A7L.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,12165193,12166643,+,WBGene00012147,,cds
VC5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,7102460,7103424,+,WBGene00020907,,cds
VC5.2,0,0,0,0.271281343,0,0,0,0,1.884499053,0.448766565,0,0,0,0,0,0,0.950371595,0,2.889171386,0,CHROMOSOME_V,7085939,7088839,+,WBGene00020908,,cds
VC5.3,0,0,0.650664654,0,0,0,0,0,0,0,0,0,0,0,0,0.98753728,0,0,0,0,CHROMOSOME_V,7075917,7081521,+,WBGene00003786,npa-1,cds
VC5.4,6.798743592,10.43138107,9.434637482,14.92047387,14.53314412,14.05647329,3.814464449,9.837194432,10.36474479,13.46299695,7.900142203,12.89637384,12.51491733,6.905882242,15.48920543,13.82552191,17.10668872,20.53960476,10.59362841,11.98519828,CHROMOSOME_V,7081526,7084873,-,WBGene00007029,mys-1,cds
VC5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49376864,0,0,0,0,CHROMOSOME_V,7091697,7093734,-,WBGene00003725,nhr-135,cds
VC5.6,0,0,0,0,0,0,0,0,0.942249527,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,7089551,7091522,-,WBGene00044699,nhr-286,cds
VF11C1L.1,0,0,0,0.271281343,0.213722708,6.747107178,11.44339335,9.837194432,4.711247633,7.180265042,1.128591743,0.758610226,0,0.313903738,1.126487668,5.431455037,10.45408755,5.868458503,11.55668554,7.490748925,CHROMOSOME_X,12968895,12975573,-,WBGene00004089,ppk-3,cds
VF13D12L.1,4.079246155,2.17320439,1.301329308,7.867158952,19.02132098,20.80358046,11.44339335,34.43018051,25.44073722,14.80929665,3.38577523,3.034440904,4.469613334,11.61443832,25.90921636,19.25697695,15.20594552,8.802687754,13.4827998,20.97409699,CHROMOSOME_II,11698253,11700243,-,WBGene00012148,inos-1,cds
VF13D12L.3,2.719497437,0.869281756,2.602658616,2.712813432,4.060731445,2.249035726,1.907232225,4.918597216,1.884499053,2.243832825,2.257183486,0,0.893922667,1.255614953,4.787572588,2.962611839,0.950371595,1.467114626,4.815285643,2.99629957,CHROMOSOME_II,11705927,11713548,+,WBGene00012149,,cds
VF36H2L.1,5.438994874,16.51635336,28.9545771,29.56966641,28.42512011,22.77148673,7.628928898,16.39532405,26.38298674,24.68216108,18.05746789,19.72386588,19.21933734,17.57860934,21.40326569,24.68843199,35.16374903,33.74363639,23.11337109,16.47964764,CHROMOSOME_I,9232060,9233555,-,WBGene00000147,aph-1,cds
VF39H2L.1,4.079246155,4.781049658,4.229320251,7.053314922,6.839126644,5.060330383,5.721696674,13.11625924,12.24924384,3.590132521,7.900142203,4.551661356,8.939226668,6.905882242,6.47730409,10.86291007,5.702229572,5.868458503,1.926114257,8.98889871,CHROMOSOME_I,8644469,8646300,+,WBGene00012150,syx-17,cds
VH15N14R.1,0,0,0,0.542562686,0.427445415,6.184848246,1.907232225,3.279064811,0.942249527,1.79506626,0,0,0,0.941711215,3.379463003,4.937686398,4.751857976,4.401343877,1.926114257,0,CHROMOSOME_I,7781173,7782543,-,WBGene00012151,,cds
VK10D6R.1,0,0,0.975996981,0,0,0,0,0,0,0.448766565,0,0,0,0,0.281621917,0.49376864,0.950371595,1.467114626,0.963057129,0,CHROMOSOME_V,11183221,11183621,+,WBGene00012152,cnc-10,cds
VM106R.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,10827657,10829497,-,WBGene00014848,,cds
VW02B12L.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,11435147,11438400,-,WBGene00006915,vha-6,cds
VW02B12L.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,11439113,11439698,-,WBGene00012155,,cds
VW02B12L.3,6.798743592,20.42812126,15.94128402,19.53225671,27.9976747,38.79586627,26.70125114,32.79064811,18.84499053,19.74572886,4.514366973,9.861932939,16.53756933,14.7534757,27.88056978,33.5762675,27.56077626,26.40806326,34.67005663,13.48334807,CHROMOSOME_II,11442653,11443945,+,WBGene00012156,ebp-2,cds
VW02B12L.4,2.719497437,6.51961317,7.157311193,7.324596266,5.556790398,8.433883972,11.44339335,6.558129621,10.36474479,10.77039756,4.514366973,8.344712487,4.022652,3.139037383,6.195682173,6.418992317,7.602972762,7.335573128,10.59362841,4.494449355,CHROMOSOME_II,11444096,11445191,+,WBGene00012157,adbp-1,cds
VW06B3R.1,0,0.434640878,0.650664654,0,0,3.93581252,9.536161123,0,5.653497159,8.975331302,0,0,0,0.313903738,0.281621917,7.900298236,4.751857976,4.401343877,11.55668554,14.98149785,CHROMOSOME_X,12018359,12021144,+,WBGene00012158,,cds
VY10G11R.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,16469547,16470848,-,WBGene00012159,,cds
VY35H6BL.1,0,0,0.325332327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_X,22435,24953,-,WBGene00012160,,cds
VY35H6BL.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281621917,0.49376864,0,0,0,0,CHROMOSOME_X,19149,20433,-,WBGene00012161,,cds
VZC374L.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_X,10031094,10033225,+,WBGene00012162,,cds
VZK822L.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,11913667,11917317,-,WBGene00001398,fat-6,cds
VZK822L.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963057129,0,CHROMOSOME_IV,11912004,11913222,+,WBGene00012163,,cds
W01A11.1,6.798743592,6.51961317,7.48264352,14.37791119,8.97635372,12.93195542,9.536161123,13.11625924,4.711247633,8.975331302,11.28591743,7.586102261,12.96187867,6.905882242,11.82812051,5.925223677,10.45408755,16.13826088,8.667514157,7.490748925,CHROMOSOME_V,6499207,6502410,+,WBGene00020909,,cds
W01A11.2,2.719497437,3.477127024,10.73596679,20.61738208,20.30365722,17.99228581,22.8867867,8.197662027,13.19149337,19.74572886,0,3.79305113,8.939226668,8.789304672,15.20758351,10.86291007,16.15631712,17.60537551,13.4827998,5.99259914,CHROMOSOME_V,6497093,6498477,+,WBGene00020910,dgtr-1,cds
W01A11.3,0,0.869281756,0.650664654,0,0,0.281129466,3.814464449,0,2.82674858,2.243832825,0,0,0,0,1.126487668,1.975074559,0.950371595,0,1.926114257,2.99629957,CHROMOSOME_V,6465048,6487866,+,WBGene00006815,unc-83,cds
W01A11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,6488182,6489033,-,WBGene00002273,lec-10,cds
W01A11.5,0,0,0.325332327,0,0,0,0,0,1.884499053,3.590132521,0,0,0,0,0,0,4.751857976,4.401343877,0,0,CHROMOSOME_V,6490051,6493904,-,WBGene00020911,cpt-6,cds
W01A11.6,0,1.738563512,0.650664654,0.271281343,0.641168123,0.281129466,1.907232225,0,0,0.448766565,0,0.758610226,0,0.941711215,0.281621917,0.49376864,0,0,0.963057129,2.99629957,CHROMOSOME_V,6502367,6504166,-,WBGene00003385,moc-2,cds
W01A11.7,0,0.869281756,0,0,0.427445415,0.843388397,0,0,0,0.448766565,0,0.758610226,0,0,0,0,0,0,0,0,CHROMOSOME_V,6504521,6505483,-,WBGene00020912,,cds
W01A8.1,12.23773847,12.16994458,19.84527195,42.04860819,64.97170311,55.38250475,43.86634117,40.98831013,58.41947064,52.95445468,15.80028441,19.72386588,22.34806667,49.91069439,69.8422354,49.37686398,63.67489688,63.0859289,92.45348434,67.41674033,CHROMOSOME_I,7057169,7059348,+,WBGene00007024,mdt-28,cds
W01A8.2,0,0.869281756,0,0.542562686,0.85489083,0.843388397,0,0,0,0,0,0,0.893922667,0.941711215,0.563243834,0.49376864,0,0,0,0,CHROMOSOME_I,7055356,7056874,-,WBGene00012164,,cds
W01A8.3,0,0,0,0,0,0,0,0,0,0,1.128591743,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,7065262,7068128,+,WBGene00012165,cutl-6,cds
W01A8.4,19.03648206,22.60132565,28.62924477,28.75582238,29.28001094,19.11680367,13.35062557,14.75579165,14.1337429,23.78462795,21.44324312,13.65498407,21.90110534,37.35454486,19.15029035,21.23205151,17.10668872,11.73691701,21.18725683,13.48334807,CHROMOSOME_I,7068111,7069187,-,WBGene00012166,nuo-6,cds
W01A8.5,8.158492311,13.9085081,14.96528704,11.9363791,19.44876639,12.08856703,20.97955447,9.837194432,16.96049148,21.98956169,14.67169266,6.068881809,10.727072,5.022459812,8.448657508,9.381604156,11.40445914,2.934229251,6.7413999,13.48334807,CHROMOSOME_I,7069441,7070665,+,WBGene00012167,,cds
W01A8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,7070648,7074732,-,WBGene00012168,,cds
W01A8.8,0,1.303922634,4.229320251,2.712813432,2.350949784,3.654683055,1.907232225,0,0,0,0,2.275830678,5.363536001,2.511229906,1.689731502,1.481305919,2.851114786,0,0,0,CHROMOSOME_I,7053687,7054905,-,WBGene00044988,,cds
W01B11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,3299608,3300492,+,WBGene00020913,,cds
W01B11.2,0,0,0,0,0.213722708,0.281129466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,3287384,3293173,+,WBGene00020914,sulp-6,cds
W01B11.3,138.6943693,139.5197218,98.57569507,63.4798343,47.44644109,36.26570108,40.05187672,27.87205089,48.99697538,49.81308873,152.3598853,103.1709907,88.49834401,76.59251214,39.42706837,35.55134206,32.31263424,36.67786564,29.85477099,16.47964764,CHROMOSOME_I,3267094,3269150,+,WBGene00020915,nol-5,cds
W01B11.5,0,0,0,0.271281343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,3269405,3280885,-,WBGene00004154,pqn-72,cds
W01B11.6,0,0,0,0,0,0.281129466,0,0,0,0.448766565,0,0,0,0.313903738,0,0,0,0,0,0,CHROMOSOME_I,3293170,3294360,-,WBGene00020917,,cds
W01B6.1,0,0,0.325332327,0,0,0,0,0,0,0.448766565,0,0,0,0,0,0.49376864,0,1.467114626,0,0,CHROMOSOME_IV,10067803,10070160,+,WBGene00000858,cwn-2,cds
W01B6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,10073414,10075095,-,WBGene00012169,,cds
